label,device_ms,ax,ay,az,gx,gy,gz,recv_unix_time
still,178327,1.0496,-0.0186,-0.3303,2.688,-13.219,12.812,1788095188.546
still,178332,1.0459,-0.0183,-0.3318,2.969,-15.844,14.000,1788095188.551
still,178336,1.0435,-0.0183,-0.3335,3.438,-18.969,15.438,1788095188.555
still,178341,1.0425,-0.0186,-0.3359,4.031,-22.469,16.969,1788095188.560
still,178345,1.0422,-0.0183,-0.3401,4.750,-26.125,18.438,1788095188.564
still,178350,1.0425,-0.0171,-0.3464,5.594,-29.938,19.719,1788095188.569
still,178354,1.0435,-0.0154,-0.3547,6.438,-33.844,20.812,1788095188.574
still,178359,1.0459,-0.0137,-0.3621,7.344,-37.781,21.906,1788095188.578
still,178363,1.0498,-0.0127,-0.3665,8.406,-41.719,23.125,1788095188.583
still,178368,1.0542,-0.0107,-0.3669,9.594,-45.781,24.656,1788095188.588
still,178373,1.0574,-0.0073,-0.3645,10.656,-50.094,26.469,1788095188.592
still,178377,1.0583,-0.0034,-0.3604,11.406,-54.656,28.656,1788095188.597
still,178382,1.0571,-0.0012,-0.3547,11.938,-59.312,31.125,1788095188.601
still,178386,1.0535,-0.0020,-0.3472,12.469,-63.812,33.844,1788095188.606
still,178391,1.0471,-0.0039,-0.3391,13.000,-68.031,36.594,1788095188.610
still,178395,1.0369,-0.0061,-0.3333,13.312,-72.031,39.188,1788095188.614
still,178418,0.9512,-0.0454,-0.3857,3.219,-83.938,42.438,1788095188.637
still,178423,0.9426,-0.0566,-0.4014,1.406,-82.000,40.750,1788095188.642
still,178427,0.9377,-0.0637,-0.4148,0.344,-78.562,38.594,1788095188.646
still,178432,0.9346,-0.0676,-0.4270,-0.375,-73.969,36.312,1788095188.651
still,178436,0.9326,-0.0706,-0.4390,-1.156,-68.656,34.094,1788095188.655
still,178441,0.9321,-0.0747,-0.4514,-2.250,-63.219,31.969,1788095188.660
still,178446,0.9331,-0.0801,-0.4636,-3.500,-58.156,30.000,1788095188.665
still,178450,0.9353,-0.0857,-0.4744,-4.562,-53.938,28.312,1788095188.669
still,178455,0.9375,-0.0906,-0.4829,-5.062,-50.812,27.062,1788095188.674
still,178459,0.9380,-0.0940,-0.4897,-4.906,-48.812,26.250,1788095188.678
still,178464,0.9355,-0.0974,-0.4963,-4.344,-48.094,25.875,1788095188.683
still,178468,0.9309,-0.1011,-0.5039,-3.594,-48.844,25.875,1788095188.687
still,178473,0.9282,-0.1052,-0.5129,-2.750,-51.281,26.156,1788095188.692
still,178477,0.9316,-0.1074,-0.5222,-1.625,-55.312,26.750,1788095188.696
still,178482,0.9436,-0.1060,-0.5293,-0.188,-60.500,27.719,1788095188.701
still,178486,0.9636,-0.1003,-0.5334,1.375,-66.031,29.188,1788095188.705
still,178491,0.9880,-0.0920,-0.5339,2.719,-71.094,31.188,1788095188.710
still,178496,1.0112,-0.0830,-0.5322,3.562,-75.031,33.812,1788095188.715
still,178500,1.0288,-0.0737,-0.5305,3.812,-77.562,36.781,1788095188.719
still,178504,1.0383,-0.0657,-0.5312,3.531,-78.688,39.938,1788095188.724
still,178509,1.0405,-0.0601,-0.5361,2.844,-78.750,43.062,1788095188.729
still,178514,1.0369,-0.0581,-0.5430,1.969,-78.156,46.094,1788095188.733
still,178518,1.0298,-0.0596,-0.5493,1.281,-77.250,49.062,1788095188.738
still,178523,1.0203,-0.0627,-0.5525,1.000,-76.188,51.875,1788095188.742
still,178527,1.0083,-0.0659,-0.5515,1.125,-75.156,54.406,1788095188.747
still,178532,0.9944,-0.0688,-0.5476,1.312,-74.250,56.625,1788095188.751
still,178536,0.9792,-0.0720,-0.5425,1.250,-73.781,58.438,1788095188.756
still,178541,0.9641,-0.0762,-0.5383,0.719,-74.188,59.656,1788095188.761
still,178545,0.9497,-0.0811,-0.5364,-0.188,-75.781,60.375,1788095188.765
still,178550,0.9375,-0.0874,-0.5371,-1.375,-78.719,60.781,1788095188.769
still,178554,0.9285,-0.0955,-0.5400,-2.625,-82.688,61.156,1788095188.774
still,178559,0.9229,-0.1055,-0.5444,-3.875,-87.156,61.750,1788095188.778
still,178563,0.9204,-0.1172,-0.5500,-4.906,-91.562,62.469,1788095188.783
still,178568,0.9194,-0.1296,-0.5557,-5.625,-95.438,63.062,1788095188.788
still,178573,0.9182,-0.1421,-0.5623,-6.094,-98.469,63.375,1788095188.792
still,178577,0.9165,-0.1541,-0.5706,-6.375,-100.469,63.219,1788095188.797
still,178582,0.9146,-0.1638,-0.5808,-6.656,-101.312,62.750,1788095188.801
still,178586,0.9128,-0.1707,-0.5923,-7.094,-101.000,62.219,1788095188.806
still,178591,0.9111,-0.1743,-0.6035,-7.719,-99.500,61.688,1788095188.811
still,178595,0.9087,-0.1755,-0.6135,-8.625,-97.000,61.062,1788095188.815
still,178618,0.8674,-0.1887,-0.6536,-15.500,-76.750,54.188,1788095188.838
still,178622,0.8516,-0.1907,-0.6641,-16.750,-73.000,52.062,1788095188.842
still,178627,0.8342,-0.1921,-0.6768,-17.969,-70.188,49.750,1788095188.846
still,178632,0.8174,-0.1951,-0.6929,-18.969,-68.844,47.344,1788095188.851
still,178636,0.8057,-0.2002,-0.7112,-19.281,-69.500,44.938,1788095188.856
still,178641,0.8035,-0.2051,-0.7288,-18.406,-72.469,42.625,1788095188.860
still,178645,0.8135,-0.2048,-0.7407,-16.406,-77.844,40.781,1788095188.865
still,178650,0.8352,-0.1980,-0.7434,-13.781,-85.531,39.781,1788095188.870
still,178654,0.8643,-0.1880,-0.7383,-11.375,-95.094,39.969,1788095188.874
still,178659,0.8955,-0.1785,-0.7292,-9.688,-105.906,41.562,1788095188.879
still,178663,0.9260,-0.1667,-0.7217,-8.875,-117.062,44.594,1788095188.883
still,178668,0.9548,-0.1472,-0.7190,-8.594,-127.500,48.906,1788095188.887
still,178672,0.9814,-0.1226,-0.7229,-8.531,-136.031,54.375,1788095188.892
still,178677,1.0032,-0.1035,-0.7358,-8.188,-141.625,60.906,1788095188.896
still,178681,1.0144,-0.0996,-0.7571,-7.156,-143.656,68.250,1788095188.901
still,178686,1.0103,-0.1106,-0.7825,-5.062,-142.219,75.812,1788095188.905
still,178690,0.9902,-0.1277,-0.8057,-1.750,-138.062,82.906,1788095188.910
still,178695,0.9583,-0.1433,-0.8208,2.562,-132.375,89.156,1788095188.914
still,178699,0.9197,-0.1545,-0.8257,7.406,-126.438,94.469,1788095188.920
still,178705,0.8782,-0.1631,-0.8210,12.188,-121.344,99.000,1788095188.924
still,178709,0.8350,-0.1711,-0.8096,16.344,-117.594,102.844,1788095188.928
still,178714,0.7903,-0.1797,-0.7932,19.562,-115.156,105.875,1788095188.933
still,178718,0.7444,-0.1887,-0.7756,21.656,-113.625,107.938,1788095188.938
still,178723,0.6985,-0.1978,-0.7600,22.656,-112.531,108.875,1788095188.942
still,178727,0.6541,-0.2075,-0.7485,22.719,-111.531,108.781,1788095188.947
still,178732,0.6133,-0.2183,-0.7427,22.094,-110.500,107.938,1788095188.951
still,178736,0.5789,-0.2307,-0.7417,20.969,-109.312,106.562,1788095188.956
still,178740,0.5540,-0.2441,-0.7444,19.469,-107.750,104.719,1788095188.960
still,178745,0.5408,-0.2566,-0.7490,17.719,-105.750,102.500,1788095188.965
still,178750,0.5400,-0.2661,-0.7546,15.906,-103.000,100.031,1788095188.970
still,178754,0.5500,-0.2715,-0.7620,14.312,-99.219,97.719,1788095188.974
still,178759,0.5679,-0.2732,-0.7710,13.000,-94.062,95.906,1788095188.979
still,178763,0.5884,-0.2729,-0.7812,11.938,-87.000,94.844,1788095188.983
still,178768,0.6047,-0.2729,-0.7908,10.906,-77.688,94.438,1788095188.988
still,178773,0.6116,-0.2754,-0.7976,9.875,-66.281,94.531,1788095188.992
still,178777,0.6052,-0.2812,-0.8005,8.969,-53.469,95.031,1788095188.997
still,178782,0.5869,-0.2908,-0.7983,8.312,-40.312,95.812,1788095189.001
still,178786,0.5603,-0.3018,-0.7915,7.969,-28.125,96.750,1788095189.006
still,178791,0.5310,-0.3120,-0.7808,7.875,-17.781,97.750,1788095189.010
still,178795,0.5034,-0.3191,-0.7678,7.781,-9.938,98.688,1788095189.015
still,178818,0.4358,-0.3340,-0.7168,5.750,-4.156,103.219,1788095189.037
still,178822,0.4358,-0.3401,-0.7126,5.812,-7.656,103.625,1788095189.042
still,178827,0.4417,-0.3435,-0.7119,6.062,-12.188,104.125,1788095189.047
still,178832,0.4531,-0.3420,-0.7153,6.188,-17.375,105.188,1788095189.051
still,178836,0.4705,-0.3374,-0.7229,5.938,-22.594,107.094,1788095189.056
still,178841,0.4922,-0.3318,-0.7346,5.625,-26.906,109.875,1788095189.060
still,178845,0.5149,-0.3271,-0.7493,5.938,-29.406,113.344,1788095189.065
still,178850,0.5339,-0.3245,-0.7659,7.719,-29.406,117.312,1788095189.069
still,178854,0.5444,-0.3237,-0.7817,10.969,-27.000,121.625,1788095189.074
still,178858,0.5430,-0.3259,-0.7944,14.719,-22.812,126.031,1788095189.078
still,178863,0.5291,-0.3318,-0.8003,17.438,-17.844,130.219,1788095189.083
still,178868,0.5054,-0.3401,-0.7971,18.219,-12.938,134.000,1788095189.087
still,178872,0.4766,-0.3494,-0.7842,17.250,-8.625,137.219,1788095189.092
still,178877,0.4473,-0.3569,-0.7634,15.562,-5.250,139.844,1788095189.096
still,178881,0.4197,-0.3623,-0.7383,14.219,-3.000,141.719,1788095189.101
still,178886,0.3950,-0.3679,-0.7112,13.812,-2.031,142.656,1788095189.105
still,178890,0.3730,-0.3762,-0.6838,14.125,-2.281,142.719,1788095189.110
still,178895,0.3540,-0.3875,-0.6587,14.344,-3.562,142.219,1788095189.115
still,178900,0.3396,-0.3979,-0.6377,13.531,-5.438,141.562,1788095189.119
still,178904,0.3313,-0.4038,-0.6218,11.312,-7.469,140.875,1788095189.124
still,178908,0.3291,-0.4045,-0.6133,8.000,-9.344,140.219,1788095189.128
still,178913,0.3313,-0.4033,-0.6128,3.844,-11.094,139.594,1788095189.133
still,178918,0.3362,-0.4048,-0.6191,-0.719,-13.062,139.094,1788095189.138
still,178922,0.3408,-0.4104,-0.6284,-5.250,-15.344,138.812,1788095189.142
still,178927,0.3418,-0.4185,-0.6370,-9.531,-17.812,138.906,1788095189.146
still,178932,0.3357,-0.4272,-0.6421,-14.000,-20.281,139.594,1788095189.151
still,178936,0.3220,-0.4382,-0.6443,-19.000,-22.562,140.875,1788095189.155
still,178941,0.3035,-0.4548,-0.6440,-23.875,-24.438,142.438,1788095189.160
still,178945,0.2837,-0.4766,-0.6409,-27.406,-25.594,143.688,1788095189.164
still,178950,0.2649,-0.4988,-0.6343,-29.156,-25.812,144.094,1788095189.169
still,178954,0.2485,-0.5161,-0.6223,-30.188,-25.094,143.750,1788095189.174
still,178959,0.2346,-0.5264,-0.6042,-32.062,-23.750,143.031,1788095189.178
still,178963,0.2236,-0.5310,-0.5801,-35.844,-22.000,142.312,1788095189.183
still,178968,0.2156,-0.5339,-0.5518,-41.500,-19.969,141.781,1788095189.187
still,178972,0.2095,-0.5369,-0.5237,-48.438,-17.625,141.531,1788095189.192
still,178977,0.2039,-0.5383,-0.5012,-56.219,-14.844,141.531,1788095189.196
still,178981,0.1968,-0.5364,-0.4885,-64.812,-11.438,141.656,1788095189.215
still,178986,0.1885,-0.5317,-0.4866,-74.375,-7.375,141.594,1788095189.215
still,178990,0.1802,-0.5273,-0.4946,-84.469,-2.719,141.062,1788095189.215
still,178995,0.1743,-0.5229,-0.5103,-94.312,2.406,140.031,1788095189.215
still,178999,0.1709,-0.5159,-0.5298,-103.406,7.594,138.688,1788095189.218
still,179021,0.1399,-0.4893,-0.6687,-139.156,10.938,129.812,1788095189.240
still,179024,0.1208,-0.4956,-0.6296,-139.156,10.938,129.812,1788095189.243
still,179027,0.1008,-0.5017,-0.6597,-141.688,1.375,127.531,1788095189.246
still,179031,0.0818,-0.5029,-0.6938,-141.938,-12.219,125.000,1788095189.250
still,179036,0.0662,-0.4966,-0.7249,-140.469,-28.375,122.188,1788095189.255
still,179041,0.0554,-0.4827,-0.7458,-138.688,-45.188,119.188,1788095189.260
still,179045,0.0496,-0.4634,-0.7537,-138.500,-61.219,116.031,1788095189.264
still,179050,0.0483,-0.4456,-0.7534,-140.750,-76.000,112.906,1788095189.268
still,179054,0.0496,-0.4387,-0.7537,-143.781,-89.562,110.156,1788095189.274
still,179059,0.0464,-0.4468,-0.7610,-145.188,-100.781,108.156,1788095189.278
still,179063,0.0325,-0.4636,-0.7766,-144.156,-107.406,106.750,1788095189.282
still,179067,0.0085,-0.4802,-0.7998,-141.344,-107.531,105.312,1788095189.287
still,179072,-0.0198,-0.4878,-0.8274,-137.938,-100.438,103.219,1788095189.292
still,179077,-0.0464,-0.4829,-0.8557,-135.406,-87.062,99.969,1788095189.296
still,179081,-0.0654,-0.4690,-0.8828,-134.594,-69.906,95.469,1788095189.301
still,179086,-0.0745,-0.4551,-0.9080,-135.312,-52.188,90.125,1788095189.305
still,179090,-0.0742,-0.4490,-0.9302,-136.625,-36.812,84.562,1788095189.310
still,179095,-0.0681,-0.4504,-0.9492,-137.688,-25.281,79.438,1788095189.315
still,179100,-0.0603,-0.4534,-0.9646,-138.219,-17.469,75.219,1788095189.319
still,179104,-0.0525,-0.4512,-0.9783,-138.469,-12.312,71.969,1788095189.324
still,179109,-0.0442,-0.4412,-0.9915,-138.875,-8.469,69.781,1788095189.328
still,179113,-0.0339,-0.4241,-1.0046,-139.531,-5.062,68.594,1788095189.333
still,179118,-0.0210,-0.4036,-1.0159,-140.062,-1.625,68.344,1788095189.337
still,179122,-0.0063,-0.3848,-1.0239,-139.969,2.000,68.844,1788095189.342
still,179127,0.0068,-0.3721,-1.0276,-138.969,5.688,69.844,1788095189.346
still,179131,0.0164,-0.3662,-1.0259,-137.250,9.219,70.938,1788095189.351
still,179136,0.0210,-0.3635,-1.0183,-135.344,12.531,71.781,1788095189.355
still,179140,0.0186,-0.3604,-1.0063,-133.750,15.594,72.094,1788095189.360
still,179145,0.0076,-0.3557,-0.9932,-132.812,18.562,71.844,1788095189.364
still,179149,-0.0122,-0.3516,-0.9839,-132.406,21.562,71.031,1788095189.369
still,179154,-0.0388,-0.3503,-0.9836,-132.312,24.562,69.594,1788095189.373
still,179158,-0.0696,-0.3528,-0.9968,-132.250,27.406,67.281,1788095189.378
still,179163,-0.1001,-0.3579,-1.0264,-131.719,29.812,63.781,1788095189.383
still,179167,-0.1262,-0.3650,-1.0713,-130.000,31.375,58.875,1788095189.387
still,179172,-0.1443,-0.3718,-1.1272,-126.250,31.375,52.688,1788095189.392
still,179176,-0.1514,-0.3762,-1.1858,-120.062,29.188,45.531,1788095189.396
still,179181,-0.1467,-0.3740,-1.2368,-111.719,24.438,38.000,1788095189.401
still,179186,-0.1318,-0.3643,-1.2708,-102.000,17.562,30.688,1788095189.405
still,179190,-0.1101,-0.3479,-1.2839,-91.938,9.688,24.344,1788095189.410
still,179195,-0.0869,-0.3276,-1.2788,-82.438,2.188,19.531,1788095189.414
still,179199,-0.0669,-0.3071,-1.2632,-74.156,-3.906,16.594,1788095189.419
still,179224,-0.0234,-0.2703,-1.1921,-50.125,-15.375,17.000,1788095189.444
still,179227,-0.0200,-0.2693,-1.1770,-47.281,-16.062,16.938,1788095189.447
still,179231,-0.0183,-0.2678,-1.1616,-44.969,-15.969,16.531,1788095189.450
still,179235,-0.0193,-0.2661,-1.1494,-43.094,-14.719,15.844,1788095189.455
still,179240,-0.0232,-0.2654,-1.1431,-41.500,-12.188,14.969,1788095189.459
still,179244,-0.0298,-0.2668,-1.1440,-40.125,-8.500,13.938,1788095189.464
still,179249,-0.0383,-0.2705,-1.1516,-38.750,-4.062,12.812,1788095189.469
still,179254,-0.0461,-0.2754,-1.1631,-37.188,0.625,11.531,1788095189.474
still,179259,-0.0493,-0.2778,-1.1768,-35.156,5.312,10.094,1788095189.478
still,179263,-0.0452,-0.2739,-1.1914,-32.781,10.125,8.562,1788095189.482
still,179267,-0.0334,-0.2612,-1.2056,-30.219,15.250,7.031,1788095189.487
still,179272,-0.0161,-0.2415,-1.2183,-27.594,20.625,5.688,1788095189.492
still,179276,0.0049,-0.2195,-1.2268,-24.812,25.656,4.719,1788095189.496
still,179281,0.0271,-0.2007,-1.2302,-21.812,29.594,4.312,1788095189.500
still,179285,0.0481,-0.1885,-1.2280,-18.562,31.875,4.531,1788095189.505
still,179290,0.0659,-0.1829,-1.2207,-15.406,32.438,5.281,1788095189.510
still,179294,0.0796,-0.1814,-1.2092,-12.656,31.594,6.312,1788095189.514
still,179299,0.0896,-0.1814,-1.1934,-10.562,30.000,7.375,1788095189.519
still,179304,0.0974,-0.1804,-1.1743,-9.188,28.469,8.219,1788095189.523
still,179308,0.1047,-0.1790,-1.1523,-8.469,27.562,8.719,1788095189.527
still,179313,0.1123,-0.1775,-1.1299,-8.219,27.625,8.969,1788095189.532
still,179317,0.1191,-0.1772,-1.1091,-8.312,28.625,9.062,1788095189.536
still,179322,0.1230,-0.1782,-1.0933,-8.750,30.250,9.094,1788095189.541
still,179327,0.1221,-0.1802,-1.0835,-9.438,32.000,9.125,1788095189.546
still,179331,0.1172,-0.1829,-1.0801,-10.125,33.250,8.969,1788095189.550
still,179335,0.1106,-0.1848,-1.0818,-10.562,33.562,8.531,1788095189.554
still,179340,0.1052,-0.1851,-1.0876,-10.531,32.500,7.688,1788095189.559
still,179345,0.1033,-0.1836,-1.0964,-9.969,29.969,6.500,1788095189.564
still,179349,0.1062,-0.1812,-1.1072,-8.906,26.031,5.156,1788095189.568
still,179353,0.1140,-0.1775,-1.1184,-7.281,20.969,3.906,1788095189.573
still,179358,0.1255,-0.1719,-1.1277,-5.125,15.250,2.906,1788095189.577
still,179363,0.1377,-0.1633,-1.1318,-2.594,9.438,2.312,1788095189.582
still,179367,0.1489,-0.1536,-1.1296,0.062,4.000,2.125,1788095189.587
still,179372,0.1577,-0.1460,-1.1213,2.656,-0.688,2.344,1788095189.591
still,179377,0.1636,-0.1426,-1.1086,4.906,-4.500,2.875,1788095189.596
still,179381,0.1665,-0.1433,-1.0935,6.656,-7.375,3.500,1788095189.600
still,179385,0.1672,-0.1458,-1.0776,7.750,-9.312,4.156,1788095189.605
still,179390,0.1665,-0.1472,-1.0623,8.281,-10.250,4.688,1788095189.609
still,179395,0.1650,-0.1470,-1.0474,8.250,-10.375,5.094,1788095189.614
still,179399,0.1633,-0.1450,-1.0330,7.750,-9.812,5.469,1788095189.619
still,179422,0.1389,-0.1462,-0.9871,0.375,-2.875,5.281,1788095189.642
still,179427,0.1340,-0.1487,-0.9905,-1.250,-0.844,4.500,1788095189.646
still,179431,0.1321,-0.1509,-0.9993,-2.531,1.375,3.438,1788095189.650
still,179435,0.1331,-0.1521,-1.0129,-3.281,3.812,2.188,1788095189.655
still,179440,0.1372,-0.1519,-1.0303,-3.281,6.344,1.000,1788095189.659
still,179444,0.1440,-0.1499,-1.0476,-2.594,8.781,0.156,1788095189.664
still,179449,0.1528,-0.1453,-1.0613,-1.469,10.969,-0.062,1788095189.668
still,179453,0.1611,-0.1387,-1.0684,-0.250,12.875,0.375,1788095189.673
still,179458,0.1665,-0.1318,-1.0684,0.750,14.500,1.281,1788095189.678
still,179463,0.1672,-0.1279,-1.0645,1.375,15.844,2.281,1788095189.682
still,179467,0.1638,-0.1265,-1.0593,1.625,16.812,3.031,1788095189.686
still,179472,0.1582,-0.1262,-1.0542,1.656,17.406,3.312,1788095189.691
still,179476,0.1514,-0.1250,-1.0488,1.531,17.625,3.219,1788095189.695
still,179481,0.1448,-0.1235,-1.0420,1.281,17.594,2.875,1788095189.701
still,179485,0.1379,-0.1233,-1.0342,0.812,17.281,2.406,1788095189.705
still,179490,0.1316,-0.1255,-1.0271,0.125,16.750,1.938,1788095189.709
still,179494,0.1265,-0.1296,-1.0237,-0.844,16.000,1.531,1788095189.714
still,179499,0.1243,-0.1340,-1.0244,-2.031,15.094,1.156,1788095189.718
still,179503,0.1260,-0.1370,-1.0286,-3.281,14.188,0.875,1788095189.723
still,179508,0.1311,-0.1375,-1.0342,-4.312,13.469,0.656,1788095189.727
still,179512,0.1377,-0.1360,-1.0398,-5.031,13.062,0.469,1788095189.732
still,179517,0.1433,-0.1338,-1.0444,-5.406,13.125,0.344,1788095189.737
still,179521,0.1465,-0.1326,-1.0488,-5.562,13.594,0.438,1788095189.741
still,179526,0.1470,-0.1323,-1.0530,-5.594,14.406,0.750,1788095189.746
still,179531,0.1450,-0.1338,-1.0566,-5.562,15.344,1.188,1788095189.751
still,179535,0.1423,-0.1357,-1.0593,-5.500,16.219,1.562,1788095189.755
still,179540,0.1392,-0.1375,-1.0598,-5.344,16.812,1.688,1788095189.760
still,179544,0.1362,-0.1387,-1.0583,-5.062,16.969,1.562,1788095189.764
still,179549,0.1338,-0.1392,-1.0547,-4.719,16.781,1.281,1788095189.768
still,179553,0.1328,-0.1389,-1.0505,-4.344,16.344,1.031,1788095189.772
still,179558,0.1333,-0.1384,-1.0474,-4.000,15.938,0.844,1788095189.777
still,179563,0.1348,-0.1387,-1.0466,-3.594,15.688,0.625,1788095189.782
still,179567,0.1372,-0.1401,-1.0486,-3.094,15.719,0.375,1788095189.787
still,179572,0.1396,-0.1428,-1.0522,-2.406,16.031,0.000,1788095189.791
still,179576,0.1409,-0.1460,-1.0569,-1.438,16.719,-0.500,1788095189.796
still,179580,0.1421,-0.1487,-1.0608,-0.156,17.594,-1.000,1788095189.800
still,179585,0.1443,-0.1479,-1.0627,1.188,18.500,-1.469,1788095189.804
still,179590,0.1484,-0.1431,-1.0618,2.375,19.281,-1.719,1788095189.809
still,179595,0.1526,-0.1350,-1.0581,3.375,19.906,-1.844,1788095189.814
still,179599,0.1541,-0.1279,-1.0532,4.281,20.281,-1.844,1788095189.818
still,179603,0.1523,-0.1243,-1.0479,5.094,20.125,-1.812,1788095189.823
still,179626,0.1584,-0.1287,-1.0156,5.562,9.000,-2.688,1788095189.846
still,179630,0.1655,-0.1279,-1.0107,5.438,6.656,-2.562,1788095189.850
still,179635,0.1726,-0.1267,-1.0066,5.312,4.906,-2.500,1788095189.854
still,179640,0.1787,-0.1252,-1.0044,5.094,3.781,-2.469,1788095189.859
still,179644,0.1841,-0.1238,-1.0039,4.688,3.406,-2.312,1788095189.864
still,179649,0.1882,-0.1226,-1.0054,4.094,3.812,-1.938,1788095189.868
still,179653,0.1909,-0.1221,-1.0085,3.438,4.969,-1.344,1788095189.873
still,179658,0.1924,-0.1213,-1.0129,2.812,6.562,-0.781,1788095189.877
still,179662,0.1931,-0.1213,-1.0178,2.188,8.156,-0.469,1788095189.882
still,179667,0.1943,-0.1223,-1.0227,1.594,9.562,-0.406,1788095189.886
still,179671,0.1963,-0.1252,-1.0271,1.094,10.781,-0.375,1788095189.891
still,179676,0.1980,-0.1287,-1.0310,0.875,12.094,-0.219,1788095189.895
still,179680,0.1985,-0.1313,-1.0344,1.031,13.625,0.062,1788095189.899
still,179685,0.1968,-0.1326,-1.0378,1.625,15.344,0.438,1788095189.904
still,179690,0.1929,-0.1331,-1.0413,2.562,17.031,0.812,1788095189.909
still,179694,0.1887,-0.1333,-1.0442,3.594,18.312,1.062,1788095189.913
still,179699,0.1863,-0.1343,-1.0461,4.531,18.906,1.156,1788095189.918
still,179703,0.1870,-0.1362,-1.0476,5.438,18.625,1.156,1788095189.923
still,179708,0.1907,-0.1387,-1.0481,6.500,17.719,1.125,1788095189.928
still,179713,0.1951,-0.1389,-1.0479,7.750,16.469,1.156,1788095189.932
still,179717,0.1982,-0.1360,-1.0464,9.000,15.094,1.250,1788095189.936
still,179721,0.1992,-0.1318,-1.0432,10.031,13.500,1.344,1788095189.941
still,179726,0.1982,-0.1289,-1.0376,10.625,11.562,1.344,1788095189.945
still,179730,0.1960,-0.1284,-1.0305,10.750,9.312,1.188,1788095189.950
still,179735,0.1941,-0.1296,-1.0229,10.281,7.031,0.969,1788095189.954
still,179740,0.1938,-0.1313,-1.0154,9.281,4.969,0.688,1788095189.959
still,179744,0.1958,-0.1328,-1.0088,7.844,3.500,0.406,1788095189.963
still,179749,0.1992,-0.1340,-1.0034,6.219,2.719,0.125,1788095189.968
still,179753,0.2019,-0.1355,-1.0007,4.625,2.625,-0.125,1788095189.973
still,179758,0.2031,-0.1370,-1.0010,3.219,3.031,-0.344,1788095189.978
still,179762,0.2031,-0.1384,-1.0044,2.031,3.625,-0.438,1788095189.982
still,179767,0.2031,-0.1399,-1.0103,1.125,4.125,-0.375,1788095189.986
still,179771,0.2036,-0.1409,-1.0176,0.562,4.469,-0.281,1788095189.991
still,179776,0.2043,-0.1418,-1.0251,0.406,4.562,-0.219,1788095189.995
still,179780,0.2053,-0.1423,-1.0315,0.688,4.469,-0.281,1788095190.000
still,179785,0.2061,-0.1426,-1.0359,1.250,4.156,-0.469,1788095190.005
still,179790,0.2063,-0.1421,-1.0378,1.844,3.688,-0.688,1788095190.009
still,179794,0.2063,-0.1406,-1.0374,2.344,3.062,-0.844,1788095190.013
still,179799,0.2065,-0.1384,-1.0349,2.688,2.344,-0.906,1788095190.018
still,179803,0.2068,-0.1365,-1.0320,2.844,1.625,-0.875,1788095190.023
still,179808,0.2070,-0.1350,-1.0288,2.844,1.156,-0.844,1788095190.027
still,179830,0.2192,-0.1294,-1.0291,0.281,2.688,-0.781,1788095190.049
still,179833,0.2192,-0.1294,-1.0291,0.281,2.688,-0.438,1788095190.052
still,179836,0.2231,-0.1274,-1.0349,-0.125,2.812,-0.438,1788095190.055
still,179839,0.2261,-0.1257,-1.0410,-0.406,2.844,0.000,1788095190.058
still,179844,0.2273,-0.1252,-1.0466,-0.500,2.938,0.438,1788095190.063
still,179848,0.2268,-0.1260,-1.0505,-0.281,3.156,0.719,1788095190.067
still,179853,0.2249,-0.1274,-1.0527,0.312,3.375,0.750,1788095190.072
still,179858,0.2217,-0.1284,-1.0535,1.094,3.375,0.656,1788095190.077
still,179862,0.2183,-0.1279,-1.0530,1.812,2.938,0.688,1788095190.082
still,179867,0.2156,-0.1267,-1.0520,2.219,2.156,0.906,1788095190.086
still,179871,0.2134,-0.1270,-1.0505,2.375,1.344,1.281,1788095190.091
still,179876,0.2102,-0.1294,-1.0496,2.438,0.781,1.594,1788095190.095
still,179880,0.2053,-0.1333,-1.0486,2.594,0.562,1.812,1788095190.101
still,179885,0.1990,-0.1370,-1.0481,2.938,0.531,1.906,1788095190.104
still,179889,0.1924,-0.1394,-1.0474,3.500,0.469,1.969,1788095190.109
still,179894,0.1875,-0.1404,-1.0459,4.281,0.156,1.875,1788095190.113
still,179898,0.1848,-0.1399,-1.0432,5.125,-0.438,1.656,1788095190.118
still,179903,0.1848,-0.1387,-1.0391,5.844,-1.188,1.281,1788095190.122
still,179907,0.1870,-0.1365,-1.0339,6.344,-2.031,0.719,1788095190.127
still,179912,0.1909,-0.1343,-1.0293,6.562,-2.844,0.188,1788095190.132
still,179917,0.1948,-0.1323,-1.0251,6.531,-3.438,-0.219,1788095190.137
still,179921,0.1982,-0.1311,-1.0220,6.312,-3.719,-0.344,1788095190.141
still,179926,0.2004,-0.1304,-1.0195,6.031,-3.688,-0.281,1788095190.146
still,179931,0.2017,-0.1299,-1.0181,5.750,-3.344,-0.125,1788095190.150
still,179935,0.2019,-0.1292,-1.0171,5.438,-2.812,0.000,1788095190.154
still,179940,0.2019,-0.1284,-1.0161,5.125,-2.188,0.000,1788095190.159
still,179944,0.2017,-0.1282,-1.0151,4.750,-1.594,-0.062,1788095190.163
still,179948,0.2007,-0.1287,-1.0144,4.250,-1.156,-0.094,1788095190.168
still,179953,0.1990,-0.1296,-1.0139,3.656,-0.812,-0.062,1788095190.172
still,179958,0.1973,-0.1313,-1.0139,3.062,-0.469,0.000,1788095190.177
